LocCode,LocID,Loc,Type,Topic,Age,Gender,Race,Val1,Val2,val3,Average,Diabetes,Obesity,Physical Inactivity,Smoking,18-24,25-44,35+,45-64,65+,75+,Female,Male,Hispanic,Non-Hispanic Asian,Non-Hispanic Black,Non-Hispanic White,Acute Myocardial Infarction (Heart Attack),Coronary Heart Disease,Major Cardiovascular Disease,Stroke
USM,58,Median of all states,Risk Factors,Diabetes,75+,Male,Hispanic,21.8,10.8,11.45,14.68333333,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,24.48333333,7.8,14.85,5.3
USM,58,Median of all states,Risk Factors,Diabetes,75+,Male,Non-Hispanic Asian,21.8,10.8,8.1,13.56666667,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,17.925,7.283333333,13.86666667,4.666666667
USM,58,Median of all states,Risk Factors,Diabetes,75+,Male,Non-Hispanic Black,21.8,10.8,14.25,15.61666667,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,25.06666667,8.066666667,15.7,5.816666667
USM,58,Median of all states,Risk Factors,Diabetes,75+,Male,Non-Hispanic White,21.8,10.8,9.4,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,25.95833333,8.25,15.38333333,5.383333333
USM,58,Median of all states,Risk Factors,Obesity,18-24,Female,Hispanic,34.7,34.05,30.525,33.09166667,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13.48333333,2.166666667,4.883333333,2.083333333
USM,58,Median of all states,Risk Factors,Obesity,18-24,Female,Non-Hispanic Asian,34.7,34.05,32.875,33.875,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.925,1.65,3.9,1.45
USM,58,Median of all states,Risk Factors,Obesity,18-24,Female,Non-Hispanic Black,34.7,34.05,32.05,33.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14.06666667,2.433333333,5.733333333,2.6
USM,58,Median of all states,Risk Factors,Obesity,18-24,Female,Non-Hispanic White,34.7,34.05,31.3,33.35,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.95833333,2.616666667,5.416666667,2.166666667
USM,58,Median of all states,Risk Factors,Obesity,18-24,Male,Hispanic,34.7,29.025,30.525,31.41666667,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14.78333333,2.866666667,5.85,2.1
USM,58,Median of all states,Risk Factors,Obesity,18-24,Male,Non-Hispanic Asian,34.7,29.025,32.875,32.2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.225,2.35,4.866666667,1.466666667
USM,58,Median of all states,Risk Factors,Obesity,18-24,Male,Non-Hispanic Black,34.7,29.025,32.05,31.925,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15.36666667,3.133333333,6.7,2.616666667
USM,58,Median of all states,Risk Factors,Obesity,18-24,Male,Non-Hispanic White,34.7,29.025,31.3,31.675,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,16.25833333,3.316666667,6.383333333,2.183333333
USM,58,Median of all states,Risk Factors,Obesity,25-44,Female,Hispanic,32.2,34.05,30.525,32.25833333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,18,2.366666667,5.383333333,2.316666667
USM,58,Median of all states,Risk Factors,Obesity,25-44,Female,Non-Hispanic Asian,32.2,34.05,32.875,33.04166667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11.44166667,1.85,4.4,1.683333333
USM,58,Median of all states,Risk Factors,Obesity,25-44,Female,Non-Hispanic Black,32.2,34.05,32.05,32.76666667,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18.58333333,2.633333333,6.233333333,2.833333333
USM,58,Median of all states,Risk Factors,Obesity,25-44,Female,Non-Hispanic White,32.2,34.05,31.3,32.51666667,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.475,2.816666667,5.916666667,2.4
USM,58,Median of all states,Risk Factors,Obesity,25-44,Male,Hispanic,32.2,29.025,30.525,30.58333333,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,19.3,3.066666667,6.35,2.333333333
USM,58,Median of all states,Risk Factors,Obesity,25-44,Male,Non-Hispanic Asian,32.2,29.025,32.875,31.36666667,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,12.74166667,2.55,5.366666667,1.7
USM,58,Median of all states,Risk Factors,Obesity,25-44,Male,Non-Hispanic Black,32.2,29.025,32.05,31.09166667,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,19.88333333,3.333333333,7.2,2.85
USM,58,Median of all states,Risk Factors,Obesity,25-44,Male,Non-Hispanic White,32.2,29.025,31.3,30.84166667,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,20.775,3.516666667,6.883333333,2.416666667
USM,58,Median of all states,Risk Factors,Obesity,35+,Female,Hispanic,30.85,34.05,30.525,31.80833333,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,20.78333333,4.1,8.55,3.416666667
USM,58,Median of all states,Risk Factors,Obesity,35+,Female,Non-Hispanic Asian,30.85,34.05,32.875,32.59166667,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14.225,3.583333333,7.566666667,2.783333333
USM,58,Median of all states,Risk Factors,Obesity,35+,Female,Non-Hispanic Black,30.85,34.05,32.05,32.31666667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,21.36666667,4.366666667,9.4,3.933333333
USM,58,Median of all states,Risk Factors,Obesity,35+,Female,Non-Hispanic White,30.85,34.05,31.3,32.06666667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,22.25833333,4.55,9.083333333,3.5
USM,58,Median of all states,Risk Factors,Obesity,35+,Male,Hispanic,30.85,29.025,30.525,30.13333333,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,22.08333333,4.8,9.516666667,3.433333333
USM,58,Median of all states,Risk Factors,Obesity,35+,Male,Non-Hispanic Asian,30.85,29.025,32.875,30.91666667,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,15.525,4.283333333,8.533333333,2.8
USM,58,Median of all states,Risk Factors,Obesity,35+,Male,Non-Hispanic Black,30.85,29.025,32.05,30.64166667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,22.66666667,5.066666667,10.36666667,3.95
USM,58,Median of all states,Risk Factors,Obesity,35+,Male,Non-Hispanic White,30.85,29.025,31.3,30.39166667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,23.55833333,5.25,10.05,3.516666667
USM,58,Median of all states,Risk Factors,Obesity,45-64,Female,Hispanic,30.95,34.05,30.525,31.84166667,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,21.1,3.666666667,7.683333333,3.183333333
USM,58,Median of all states,Risk Factors,Obesity,45-64,Female,Non-Hispanic Asian,30.95,34.05,32.875,32.625,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,14.54166667,3.15,6.7,2.55
USM,58,Median of all states,Risk Factors,Obesity,45-64,Female,Non-Hispanic Black,30.95,34.05,32.05,32.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21.68333333,3.933333333,8.533333333,3.7
USM,58,Median of all states,Risk Factors,Obesity,45-64,Female,Non-Hispanic White,30.95,34.05,31.3,32.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,22.575,4.116666667,8.216666667,3.266666667
USM,58,Median of all states,Risk Factors,Obesity,45-64,Male,Hispanic,30.95,29.025,30.525,30.16666667,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,22.4,4.366666667,8.65,3.2
USM,58,Median of all states,Risk Factors,Obesity,45-64,Male,Non-Hispanic Asian,30.95,29.025,32.875,30.95,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,15.84166667,3.85,7.666666667,2.566666667
USM,58,Median of all states,Risk Factors,Obesity,45-64,Male,Non-Hispanic Black,30.95,29.025,32.05,30.675,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22.98333333,4.633333333,9.5,3.716666667
USM,58,Median of all states,Risk Factors,Obesity,45-64,Male,Non-Hispanic White,30.95,29.025,31.3,30.425,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23.875,4.816666667,9.183333333,3.283333333
USM,58,Median of all states,Risk Factors,Obesity,65+,Female,Hispanic,29.65,34.05,30.525,31.40833333,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,22.33333333,6.3,12.55,4.65
USM,58,Median of all states,Risk Factors,Obesity,65+,Female,Non-Hispanic Asian,29.65,34.05,32.875,32.19166667,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,15.775,5.783333333,11.56666667,4.016666667
USM,58,Median of all states,Risk Factors,Obesity,65+,Female,Non-Hispanic Black,29.65,34.05,32.05,31.91666667,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22.91666667,6.566666667,13.4,5.166666667
USM,58,Median of all states,Risk Factors,Obesity,65+,Female,Non-Hispanic White,29.65,34.05,31.3,31.66666667,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,23.80833333,6.75,13.08333333,4.733333333
USM,58,Median of all states,Risk Factors,Obesity,65+,Male,Hispanic,29.65,29.025,30.525,29.73333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,23.63333333,7,13.51666667,4.666666667
USM,58,Median of all states,Risk Factors,Obesity,65+,Male,Non-Hispanic Asian,29.65,29.025,32.875,30.51666667,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,17.075,6.483333333,12.53333333,4.033333333
USM,58,Median of all states,Risk Factors,Obesity,65+,Male,Non-Hispanic Black,29.65,29.025,32.05,30.24166667,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24.21666667,7.266666667,14.36666667,5.183333333
USM,58,Median of all states,Risk Factors,Obesity,65+,Male,Non-Hispanic White,29.65,29.025,31.3,29.99166667,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.10833333,7.45,14.05,4.75
USM,58,Median of all states,Risk Factors,Obesity,75+,Female,Hispanic,29.3,34.05,30.525,31.29166667,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,23.18333333,7.1,13.88333333,5.283333333
USM,58,Median of all states,Risk Factors,Obesity,75+,Female,Non-Hispanic Asian,29.3,34.05,32.875,32.075,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,16.625,6.583333333,12.9,4.65
USM,58,Median of all states,Risk Factors,Obesity,75+,Female,Non-Hispanic Black,29.3,34.05,32.05,31.8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,23.76666667,7.366666667,14.73333333,5.8
USM,58,Median of all states,Risk Factors,Obesity,75+,Female,Non-Hispanic White,29.3,34.05,31.3,31.55,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,24.65833333,7.55,14.41666667,5.366666667
USM,58,Median of all states,Risk Factors,Obesity,75+,Male,Hispanic,29.3,29.025,30.525,29.61666667,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,24.48333333,7.8,14.85,5.3
USM,58,Median of all states,Risk Factors,Obesity,75+,Male,Non-Hispanic Asian,29.3,29.025,32.875,30.4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,17.925,7.283333333,13.86666667,4.666666667
USM,58,Median of all states,Risk Factors,Obesity,75+,Male,Non-Hispanic Black,29.3,29.025,32.05,30.125,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,25.06666667,8.066666667,15.7,5.816666667
USM,58,Median of all states,Risk Factors,Obesity,75+,Male,Non-Hispanic White,29.3,29.025,31.3,29.875,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,25.95833333,8.25,15.38333333,5.383333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Female,Hispanic,86.6,76.4,72.5,78.5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,13.48333333,2.166666667,4.883333333,2.083333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Female,Non-Hispanic Asian,86.6,76.4,81.7,81.56666667,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.925,1.65,3.9,1.45
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Female,Non-Hispanic Black,86.6,76.4,72.55,78.51666667,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,14.06666667,2.433333333,5.733333333,2.6
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Female,Non-Hispanic White,86.6,76.4,80.1,81.03333333,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,14.95833333,2.616666667,5.416666667,2.166666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Male,Hispanic,86.6,79.4,72.5,79.5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,14.78333333,2.866666667,5.85,2.1
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Male,Non-Hispanic Asian,86.6,79.4,81.7,82.56666667,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,8.225,2.35,4.866666667,1.466666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Male,Non-Hispanic Black,86.6,79.4,72.55,79.51666667,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,15.36666667,3.133333333,6.7,2.616666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,18-24,Male,Non-Hispanic White,86.6,79.4,80.1,82.03333333,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,16.25833333,3.316666667,6.383333333,2.183333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Female,Hispanic,81.1,76.4,72.5,76.66666667,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,18,2.366666667,5.383333333,2.316666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Female,Non-Hispanic Asian,81.1,76.4,81.7,79.73333333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,11.44166667,1.85,4.4,1.683333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Female,Non-Hispanic Black,81.1,76.4,72.55,76.68333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,18.58333333,2.633333333,6.233333333,2.833333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Female,Non-Hispanic White,81.1,76.4,80.1,79.2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,19.475,2.816666667,5.916666667,2.4
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Male,Hispanic,81.1,79.4,72.5,77.66666667,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,19.3,3.066666667,6.35,2.333333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Male,Non-Hispanic Asian,81.1,79.4,81.7,80.73333333,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,12.74166667,2.55,5.366666667,1.7
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Male,Non-Hispanic Black,81.1,79.4,72.55,77.68333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,19.88333333,3.333333333,7.2,2.85
USM,58,Median of all states,Risk Factors,Physical Inactivity,25-44,Male,Non-Hispanic White,81.1,79.4,80.1,80.2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,20.775,3.516666667,6.883333333,2.416666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Female,Hispanic,74.8,76.4,72.5,74.56666667,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,20.78333333,4.1,8.55,3.416666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Female,Non-Hispanic Asian,74.8,76.4,81.7,77.63333333,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,14.225,3.583333333,7.566666667,2.783333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Female,Non-Hispanic Black,74.8,76.4,72.55,74.58333333,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,21.36666667,4.366666667,9.4,3.933333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Female,Non-Hispanic White,74.8,76.4,80.1,77.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,22.25833333,4.55,9.083333333,3.5
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Male,Hispanic,74.8,79.4,72.5,75.56666667,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,22.08333333,4.8,9.516666667,3.433333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Male,Non-Hispanic Asian,74.8,79.4,81.7,78.63333333,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,15.525,4.283333333,8.533333333,2.8
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Male,Non-Hispanic Black,74.8,79.4,72.55,75.58333333,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,22.66666667,5.066666667,10.36666667,3.95
USM,58,Median of all states,Risk Factors,Physical Inactivity,35+,Male,Non-Hispanic White,74.8,79.4,80.1,78.1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,23.55833333,5.25,10.05,3.516666667
USM,58,Median of all states,Risk Factors,Physical Inactivity,45-64,Female,Hispanic,76,76.4,72.5,74.96666667,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,21.1,3.666666667,7.683333333,3.183333333
USM,58,Median of all states,Risk Factors,Physical Inactivity,45-64,Female,Non-Hispanic Asian,76,76.4,81.7,78.03333333,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,14.54166667,3.15,6.7,2.55
